t_s,P0_use,P0_used_tok,P0_running,P1_use,P1_used_tok,P1_running,D0_use,D0_used_tok,D0_running,D1_use,D1_used_tok,D1_running
66.47,0.0011,238,0,0.1126,23545,0,0.0884,18485,0,0.0774,16040,0
66.97,0.0011,238,0,0.0899,18800,0,0.0884,18485,0,0.0774,16040,0
67.47,0.0559,11695,0,0.1155,24145,0,0.1033,21590,0,0.0774,16040,0
67.97,0.0603,12615,0,0.1155,24145,0,0.1033,21590,0,0.0774,16040,0
68.47,0.0603,12615,0,0.0924,19318,0,0.1033,23730,0,0.1821,37720,0
68.97,0.0484,10112,0,0.1120,23414,0,0.1135,23730,0,0.1821,37720,0
69.47,0.0484,10112,0,0.1120,23414,0,0.1625,33968,0,0.1658,34352,0
69.97,0.0484,10112,0,0.0834,17437,0,0.1625,33968,0,0.1658,34352,0
70.47,0.0275,5758,0,0.1049,21924,0,0.1625,33968,0,0.1143,23689,0
70.97,0.0478,10000,0,0.1049,21924,0,0.1513,31632,0,0.1143,23689,0
71.47,0.0478,10000,0,0.1032,21578,0,0.1513,31632,0,0.1062,21994,0
71.97,0.0478,10000,0,0.1013,21181,0,0.1516,31685,0,0.1062,21994,0
72.47,0.0264,5518,0,0.1013,21181,0,0.1516,31685,0,0.1065,22071,0
72.97,0.0370,7728,0,0.0660,13803,0,0.1356,28352,0,0.1065,22071,0
73.47,0.0442,9238,0,0.0660,13803,0,0.1356,28352,0,0.0965,19989,0
73.97,0.0620,12963,0,0.1070,22365,0,0.0821,17166,0,0.0965,19989,0
74.47,0.0620,12963,0,0.1070,22365,0,0.0821,17166,0,0.0965,19989,0
74.97,0.0620,12963,0,0.1070,22365,0,0.0649,13569,0,0.0387,8014,0
75.47,0.0638,13327,0,0.1070,22365,0,0.0649,13569,0,0.0387,8014,0
75.97,0.0651,13612,0,0.0213,4448,0,0.0649,13569,0,0.0779,16143,0
76.47,0.0547,11427,0,0.0374,7815,0,0.0649,13569,0,0.0779,16143,0
76.98,0.0547,11427,0,0.0469,9798,0,0.1151,24052,0,0.0730,15117,0
77.48,0.0942,19699,0,0.0469,9798,0,0.1151,24052,0,0.0730,15117,0
77.98,0.0812,16964,0,0.0534,11167,0,0.1516,31692,0,0.0730,15117,0
78.48,0.1119,23391,0,0.0534,5888,0,0.1516,31692,0,0.0730,15117,0
78.98,0.1208,25245,0,0.0208,4345,0,0.1030,21525,0,0.0730,15117,0
79.48,0.1208,25245,0,0.0477,9980,0,0.1030,21525,0,0.1217,25216,0
79.98,0.1007,21049,0,0.0477,9980,0,0.0538,11236,0,0.1217,25216,0
80.48,0.0742,15502,0,0.0583,12178,0,0.0538,11236,0,0.1273,26380,0
80.98,0.0938,19598,0,0.0583,12178,0,0.0538,11236,0,0.1273,26380,0
81.48,0.1318,27549,0,0.0565,11816,0,0.0538,11236,0,0.1561,32335,0
81.98,0.0805,16828,0,0.0565,11816,0,0.0538,11236,0,0.1561,32335,0
82.48,0.0805,16828,0,0.0927,19387,0,0.0538,11236,0,0.1073,22236,0
82.98,0.0890,18600,0,0.0935,19538,0,0.0850,17763,0,0.1073,22236,0
83.48,0.0651,13612,0,0.0935,19538,0,0.0850,17763,0,0.1073,22236,0
83.98,0.0651,13612,0,0.0929,19410,0,0.0740,15477,0,0.1224,25368,0
84.48,0.0718,15009,0,0.1137,23766,0,0.0740,15477,0,0.1224,25368,0
84.98,0.0470,9827,0,0.1391,29086,0,0.0510,10667,0,0.1224,25368,0
85.48,0.0470,9827,0,0.1116,23337,0,0.0510,10667,0,0.1490,30873,0
85.98,0.0470,9827,0,0.1352,28263,0,0.0510,10667,0,0.1490,30873,0
86.48,0.0208,4345,0,0.1352,28263,0,0.0225,4694,0,0.1899,39345,0
86.98,0.0463,9668,0,0.1040,21748,0,0.0225,4694,0,0.1899,39345,0
87.48,0.0463,9668,0,0.0565,11803,0,0.0225,4694,0,0.1808,37461,0
87.98,0.0186,3887,0,0.0499,10425,0,0.0225,4694,0,0.1808,37461,0
88.48,0.0186,3887,0,0.0700,14638,0,0.0225,4694,0,0.1340,27761,0
88.98,0.0274,5731,0,0.0746,15587,0,0.0225,4694,0,0.1340,27761,0
89.48,0.0199,4164,0,0.0833,17414,0,0.1030,21535,0,0.1348,27922,0
89.98,0.0262,5475,0,0.0833,17414,0,0.1030,21535,0,0.1348,27922,0
90.48,0.0419,8768,0,0.0646,13500,0,0.1030,21535,0,0.1710,35421,0
90.98,0.0419,8768,0,0.0850,17766,0,0.0582,12163,0,0.1710,35421,0
91.48,0.0576,12041,0,0.1070,22359,0,0.0582,12163,0,0.1503,31139,0
91.98,0.0576,12041,0,0.1070,22359,0,0.0598,12506,0,0.1503,31139,0
92.48,0.0447,9343,0,0.1070,22359,0,0.0598,12506,0,0.1673,34655,0
92.98,0.0442,9237,0,0.0752,15726,0,0.0598,12506,0,0.1673,34655,0
93.48,0.0442,9237,0,0.0752,15726,0,0.0598,12506,0,0.1673,34655,0
93.98,0.0442,9237,0,0.0688,14376,0,0.0598,12506,0,0.1031,21363,0
94.48,0.0442,9237,0,0.0915,19117,0,0.0598,12506,0,0.1031,21363,0
94.98,0.0007,139,0,0.0915,19117,0,0.0598,12506,0,0.1328,27505,0
95.48,0.0174,3647,0,0.0735,15373,0,0.0598,12506,0,0.1328,27505,0
95.98,0.0433,14810,0,0.0905,18920,0,0.0598,12506,0,0.1722,35684,0
96.48,0.0715,14948,0,0.0905,12287,0,0.0598,12506,0,0.1722,35684,0
96.98,0.0918,19197,0,0.1043,21807,0,0.0500,10448,0,0.1722,35684,0
97.48,0.1279,26733,0,0.1043,21807,0,0.0500,10448,0,0.2090,43292,0
97.98,0.1306,27309,0,0.1043,21807,0,0.0449,9388,0,0.2090,43292,0
98.48,0.1060,22167,0,0.1043,21807,0,0.0449,9388,0,0.1491,30897,0
98.98,0.1060,22167,0,0.0429,8959,0,0.0449,9388,0,0.1491,30897,0
99.48,0.0750,15679,0,0.0429,8959,0,0.0449,9388,0,0.1441,29848,0
99.98,0.0750,15679,0,0.0328,6851,0,0.0722,15098,0,0.1441,29848,0
100.48,0.0946,19775,0,0.0334,6984,0,0.0722,15098,0,0.0737,15264,0
100.98,0.0946,19775,0,0.0334,6984,0,0.0722,15098,0,0.0737,15264,0
101.48,0.0687,14357,0,0.0977,20419,0,0.0722,15098,0,0.0800,16582,0
101.98,0.0687,14357,0,0.0896,18721,0,0.1053,22003,0,0.0800,16582,0
102.48,0.0199,4153,0,0.0896,18721,0,0.1053,22003,0,0.0800,16582,0
102.98,0.0199,4153,0,0.0897,18761,0,0.1079,22564,0,0.0800,16582,0
103.48,0.0495,10357,0,0.0789,16485,0,0.1079,22564,0,0.0927,19213,0
103.98,0.0495,10357,0,0.0985,20581,0,0.1179,24655,0,0.0927,19213,0
104.48,0.0441,9223,0,0.0846,17675,0,0.1179,24655,0,0.0927,19213,0
104.98,0.0336,7030,0,0.1041,21771,0,0.1179,24655,0,0.0927,19213,0
105.48,0.0178,3714,0,0.0998,20872,0,0.0915,19132,0,0.0686,14215,0
105.98,0.0178,3714,0,0.0670,14004,0,0.0915,19132,0,0.0686,14215,0
106.48,0.0178,3714,0,0.0895,18703,0,0.0517,10813,0,0.0686,14215,0
106.98,0.0008,169,0,0.0895,18703,0,0.0517,10813,0,0.0686,14215,0
107.48,0.0372,7769,0,0.0790,16520,0,0.0517,10813,0,0.1664,34469,0
107.98,0.0372,7769,0,0.0601,12573,0,0.0822,17186,0,0.1664,34469,0
108.48,0.0372,7769,0,0.1054,22039,0,0.0822,17186,0,0.1664,34469,0
108.98,0.0372,7769,0,0.1054,22039,0,0.0822,17186,0,0.1524,31572,0
109.48,0.0171,3583,0,0.0883,18465,0,0.1104,23080,0,0.1524,31572,0
109.98,0.0038,785,0,0.1743,36443,0,0.1104,23080,0,0.1463,30307,0
110.48,0.0233,4881,0,0.1743,36443,0,0.1104,23080,0,0.1463,25655,0
110.98,0.0233,4881,0,0.1743,36443,0,0.1173,24519,0,0.1238,25655,0
111.48,0.0454,9492,0,0.1691,35350,0,0.1173,24519,0,0.1238,25655,0
111.98,0.0377,7876,0,0.1691,35350,0,0.1173,24519,0,0.1238,25655,0
112.48,0.0401,8375,0,0.1691,35350,0,0.1287,26909,0,0.1241,25715,0
112.98,0.0401,8375,0,0.1534,32058,0,0.1287,26909,0,0.1241,25715,0
113.48,0.0401,8375,0,0.1534,32058,0,0.0873,18243,0,0.1241,25715,0
113.98,0.0401,8375,0,0.1098,22955,0,0.0873,18243,0,0.0917,19000,0
114.48,0.0401,8375,0,0.1098,22955,0,0.0873,18243,0,0.0917,19000,0
114.98,0.0237,4947,0,0.0980,20496,0,0.0873,18524,0,0.0917,19000,0
115.48,0.0460,9620,0,0.0980,20496,0,0.0886,18524,0,0.0699,14472,0
115.98,0.0460,10365,0,0.0821,17172,0,0.0886,18524,0,0.0699,14472,0
116.48,0.0577,12066,0,0.0821,17172,0,0.0886,18524,0,0.0699,14472,0
116.98,0.0814,17008,0,0.0636,13296,0,0.1102,23028,0,0.0699,14472,0
117.48,0.0730,15268,0,0.0636,13296,0,0.1102,23028,0,0.1234,25567,0
117.98,0.0730,15268,0,0.0636,13296,0,0.1102,23028,0,0.1234,25567,0
118.48,0.0757,15830,0,0.0636,13296,0,0.0593,12394,0,0.1059,21936,0
118.98,0.0569,11891,0,0.0240,5010,0,0.0593,12394,0,0.1059,21936,0
119.48,0.0914,19104,0,0.0475,9919,0,0.0593,12394,0,0.1017,21070,0
119.98,0.0779,16290,0,0.0475,9919,0,0.0593,12394,0,0.1017,21070,0
120.48,0.0779,16290,0,0.0515,10759,0,0.0593,12394,0,0.1017,21070,0
120.98,0.0795,16624,0,0.0781,16326,0,0.0593,12394,0,0.1102,22830,0
121.48,0.0717,14993,0,0.0815,17031,0,0.0593,12394,0,0.1102,22830,0
121.98,0.0725,15147,0,0.0815,17031,0,0.0806,16840,0,0.1463,30308,0
122.48,0.0702,14679,0,0.0401,8378,0,0.0806,16840,0,0.1463,30308,0
122.98,0.0702,14679,0,0.0401,8378,0,0.0806,16840,0,0.1200,24866,0
123.48,0.0678,14165,0,0.0383,8010,0,0.0424,8863,0,0.1200,24866,0
123.98,0.0473,9880,0,0.0383,8010,0,0.0424,8863,0,0.0610,12647,0
124.48,0.0669,13976,0,0.0383,8010,0,0.0537,11217,0,0.0610,12647,0
124.98,0.0669,13976,0,0.0224,4691,0,0.0537,11217,0,0.0365,7561,0
125.48,0.0268,5612,0,0.0006,129,0,0.0537,11217,0,0.0365,7561,0
125.98,0.0416,8686,0,0.0626,13088,0,0.0537,11217,0,0.0365,7561,0
126.48,0.0416,8686,0,0.0690,14425,0,0.0537,11217,0,0.0365,7561,0
126.98,0.0570,11908,0,0.0829,17333,0,0.0648,13542,0,0.1340,27766,0
127.48,0.0672,14043,0,0.0813,16992,0,0.0648,13542,0,0.1340,27766,0
127.98,0.0776,16218,0,0.0970,20283,0,0.1137,23774,0,0.1014,21017,0
128.48,0.0757,15829,0,0.0970,20283,0,0.1137,23774,0,0.1014,21017,0
128.98,0.0759,15876,0,0.0664,13873,0,0.1137,23774,0,0.1014,21017,0
129.48,0.0759,15876,0,0.0664,13873,0,0.0723,15116,0,0.1267,26252,0
129.98,0.0616,12872,0,0.0664,13873,0,0.0723,15116,0,0.1267,26252,0
130.48,0.0616,12872,0,0.0236,4923,0,0.0852,17811,0,0.0636,13187,0
130.98,0.0652,13632,0,0.0550,11495,0,0.0852,17811,0,0.0636,13187,0
131.48,0.0553,11563,0,0.0550,11495,0,0.0852,17811,0,0.0636,13187,0
131.98,0.0553,11563,0,0.0550,11495,0,0.0852,17811,0,0.0636,13187,0
132.48,0.0553,11563,0,0.0638,13331,0,0.0891,18616,0,0.0354,7337,0
132.98,0.0179,3733,0,0.0646,13505,0,0.0891,18616,0,0.0354,7337,0
133.48,0.0294,6142,0,0.0776,20442,0,0.0891,18616,0,0.0354,7337,0
133.98,0.0493,10298,0,0.0655,13701,0,0.0836,17476,0,0.0991,20530,0
134.48,0.0730,15262,0,0.0990,20704,0,0.0836,17476,0,0.0991,20530,0
134.98,0.0730,15262,0,0.1072,22419,0,0.0836,17476,0,0.0991,20530,0
135.48,0.0734,15337,0,0.1072,22419,0,0.0836,17476,0,0.0935,19363,0
135.98,0.0652,13629,0,0.1072,22419,0,0.0836,17476,0,0.0935,19363,0
136.48,0.0623,13030,0,0.0741,15493,0,0.0694,14506,0,0.1557,32249,0
136.98,0.0384,8033,0,0.0799,16711,0,0.0694,14506,0,0.1557,32249,0
137.48,0.0588,12296,0,0.0799,16711,0,0.0519,10844,0,0.1533,31762,0
137.98,0.0588,12296,0,0.1032,21571,0,0.0519,10844,0,0.1533,31762,0
138.48,0.0588,12296,0,0.0666,13932,0,0.0406,8482,0,0.1116,23120,0
138.98,0.0588,12296,0,0.0666,13932,0,0.0406,8482,0,0.1116,23120,0
139.48,0.0187,3912,0,0.0529,11057,0,0.0406,8482,0,0.0921,19091,0
139.98,0.0632,13216,0,0.0529,11057,0,0.0176,3672,0,0.0921,19091,0
140.48,0.0632,13216,0,0.0400,8354,0,0.0176,3672,0,0.1065,22066,0
140.98,0.0704,14706,0,0.0400,8354,0,0.0176,3672,0,0.1065,22066,0
141.48,0.0444,9271,0,0.0400,8354,0,0.0176,3672,0,0.0595,12331,0
141.98,0.0350,7314,0,0.0400,8354,0,0.0770,16102,0,0.0595,12331,0
142.48,0.0546,11410,0,0.0000,0,0,0.0770,16102,0,0.0595,12331,0
142.98,0.1289,26937,0,0.0000,0,0,0.0236,4937,0,0.0595,12331,0
143.48,0.1289,26937,0,0.0265,5547,0,0.0236,4937,0,0.1828,37865,0
143.98,0.1349,28191,0,0.0041,857,0,0.0236,4937,0,0.1828,37865,0
144.48,0.1189,24861,0,0.0597,12482,0,0.0236,4937,0,0.1828,37865,0
144.98,0.1385,28957,0,0.0597,12482,0,0.0236,4937,0,0.1967,40746,0
145.48,0.1282,26802,0,0.0597,12482,0,0.0236,4937,0,0.1967,40746,0
145.98,0.1419,29671,0,0.0510,10668,0,0.0236,4937,0,0.1882,38989,0
146.48,0.1405,29377,0,0.0510,10668,0,0.0236,4937,0,0.1882,38989,0
146.99,0.1601,33473,0,0.0510,10668,0,0.0660,13799,0,0.1161,24063,0
147.49,0.1601,33473,0,0.0228,4766,0,0.0660,13799,0,0.1161,24063,0
147.99,0.1223,25561,0,0.0228,4766,0,0.0660,13799,0,0.1161,24063,0
148.49,0.1223,25561,0,0.0003,57,0,0.0660,13799,0,0.1161,24063,0
148.99,0.1386,28964,0,0.0003,57,0,0.0590,12333,0,0.1106,22922,0
149.49,0.1386,28964,0,0.0233,4868,0,0.0590,12333,0,0.1106,22922,0
149.99,0.1204,25162,0,0.0769,16068,0,0.0917,19171,0,0.1106,22922,0
150.49,0.1502,31403,0,0.0324,6773,0,0.0917,19171,0,0.1106,22922,0
150.99,0.1502,31403,0,0.0520,10869,0,0.0741,15493,0,0.1528,31661,0
151.49,0.1104,23085,0,0.0520,10869,0,0.0741,15493,0,0.1528,31661,0
151.99,0.1579,33012,0,0.0520,10869,0,0.0741,15493,0,0.1638,33927,0
152.49,0.1579,33012,0,0.0199,4166,0,0.0741,15493,0,0.1638,33927,0
152.99,0.1712,35782,0,0.0199,4166,0,0.1166,24366,0,0.1116,23120,0
153.49,0.1041,21753,0,0.0393,8211,0,0.1166,24366,0,0.1116,23120,0
153.99,0.1243,25973,0,0.0393,8211,0,0.1348,28179,0,0.1116,23120,0
154.49,0.1205,25182,0,0.0234,4899,0,0.1348,28179,0,0.0839,17383,0
154.99,0.1191,24898,0,0.0234,4899,0,0.1367,28567,0,0.0839,17383,0
155.49,0.1191,24898,0,0.0234,4899,0,0.1367,28567,0,0.0900,18644,0
155.99,0.0927,19383,0,0.0234,4899,0,0.1367,28567,0,0.0900,18644,0
156.49,0.1319,27581,0,0.0234,4890,0,0.1182,24713,0,0.1472,30499,0
156.99,0.1404,29342,0,0.0676,14133,0,0.1623,33933,0,0.1472,30499,0
157.49,0.1404,29342,0,0.0676,14133,0,0.1623,33933,0,0.0988,20464,0
157.99,0.1404,29342,0,0.0459,9598,0,0.1623,33933,0,0.0990,20504,0
158.50,0.1404,29342,0,0.0459,9598,0,0.1160,24258,0,0.0990,20504,0
159.00,0.1404,29342,0,0.0459,9598,0,0.1160,24258,0,0.0990,20504,0
159.50,0.0173,3610,0,0.0244,5097,0,0.0988,20654,0,0.0875,18137,0
160.00,0.0342,7151,0,0.0414,8651,0,0.0988,20654,0,0.0875,18137,0
160.50,0.0369,7708,0,0.0414,8651,0,0.0988,20654,0,0.0834,17289,0
161.00,0.0798,16691,0,0.0378,7903,0,0.0988,20654,0,0.0834,17289,0
161.50,0.0798,16691,0,0.0508,10778,0,0.1230,25707,0,0.0834,17289,0
162.00,0.0761,15900,0,0.0516,10778,0,0.1230,25707,0,0.0599,12403,0
162.50,0.0721,15078,0,0.0646,13496,0,0.1644,34371,0,0.0599,12403,0
163.00,0.0918,19184,0,0.0845,17660,0,0.1644,34371,0,0.0599,12403,0
163.50,0.1054,22025,0,0.0702,14679,0,0.1428,29850,0,0.0827,17127,0
164.00,0.1054,22025,0,0.0476,9959,0,0.1428,29850,0,0.0827,17127,0
164.51,0.1054,22025,0,0.0651,13598,0,0.1087,22714,0,0.0829,17177,0
165.01,0.0411,8588,0,0.0846,17694,0,0.1087,22714,0,0.0829,17177,0
165.51,0.0411,8588,0,0.0223,4653,0,0.0777,16243,0,0.0638,13210,0
166.01,0.0177,3699,0,0.0419,8749,0,0.0777,16243,0,0.0638,13210,0
166.51,0.0177,3699,0,0.0516,10795,0,0.0643,13441,0,0.0614,12714,0
167.01,0.0177,3699,0,0.0718,15008,0,0.0643,13441,0,0.0614,12714,0
167.51,0.0003,72,0,0.0249,5211,0,0.0886,18523,0,0.0972,20140,0
168.01,0.0615,12853,0,0.0445,9307,0,0.0886,18523,0,0.0972,20140,0
168.51,0.0615,12853,0,0.0519,10847,0,0.0886,18523,0,0.1023,21193,0
169.01,0.0601,12565,0,0.0719,15023,0,0.0659,13773,0,0.1023,21193,0
169.51,0.0601,12565,0,0.0719,15580,0,0.0659,13773,0,0.1004,20808,0
170.01,0.0672,9742,0,0.1390,29059,0,0.1169,24439,0,0.1004,20808,0
170.51,0.0466,9742,0,0.0879,18366,0,0.1169,24439,0,0.1214,25155,0
171.01,0.0761,15916,0,0.0879,18366,0,0.1365,28538,0,0.1214,25155,0
171.51,0.0761,15916,0,0.0879,18366,0,0.1365,28538,0,0.1061,21986,0
